,Medicine Name,AHMEDNAGAR,AKOLA,AMARAVATI,AMRAVATI,ANDRA PRADESH,AURANGABAD,BADLAPUR,BAGALKOT,BALAGHAT,BANGALORE,BEED,BELGAUM,BELLARY,BHANDARA,BULDHANA,BURHANPUR,CHANDRAPUR,DAVANGERE,DEVGAD ,DHARWAD,DHULE,DOMBIVLI,GADAG,GADCHIROLI,GONDIA,GONDIYA,GULBARGA,HINGOLI,HYDERABAD,ICHALKARANJI,JAIPUR,JALANA,JALGAON,JALNA,KALYAN,KERALA,KHORDHA,KOLHAPUR,KOPPAL,LATUR,MALKAJGIRI,MUMBAI,NAGPUR,NAGPUR ,NANDED,NANDURBAR,NASHIK,NAVI MUMBAI,OSMANABAD,PARBHANI,PUNE,RAIGAD,RATNAGIRI,SANGLI,SATARA,SINDHUDURG,SOLAPUR,THANE,UTTAR KANNADA,VIJAYAPURA,WARDHA,WASHIM,YAVATMAL,avg_mean
121,PARACETAMOL  500 MG TAB,5.5,73.6842105263158,270,75.57692307692308,0,7.0,38.125,0.0,40,0,18.42105263157895,4.0625,0,85.71428571428571,70.0,0,4.210526315789473,0,350,0.0,0.0,60,0.0,25.0,22.5,0,0,18.0,33.33333333333334,3.333333333333333,0,25.26315789473684,0.0,0.0,0,15.0,0.0,95.0,0.0,78.33333333333333,0,78.33333333333333,34.88888888888889,0,7.142857142857143,30.0,17.70833333333333,15.0,28.18181818181818,6.136363636363637,24.75409836065574,112.1212121212121,79.0,24.74137931034483,24.26470588235294,22.5,22.35294117647059,5.384615384615385,0,0,0.0,64.28571428571429,229.3181818181818,35.62177934945669
122,GLICLAZIDE 40 MG + METFORMIN HYDROCLORIDE 500 MG,73.5,40.0,0,23.07692307692308,0,40.66666666666666,17.5,2.0,30,0,40.0,0.3125,0,15.71428571428571,9.444444444444445,0,42.10526315789474,0,0,5.0,22.22222222222222,30,0.0,40.0,68.75,0,0,12.0,0.0,0.0,40,5.789473684210527,6.666666666666667,0.0,0,0.0,6.666666666666667,28.62068965517241,0.0,78.33333333333333,50,6.666666666666667,66.95555555555555,30,21.42857142857143,96.0,73.75,7.5,165.4545454545455,32.72727272727273,27.17213114754098,10.90909090909091,102.0,33.96551724137931,39.41176470588236,12.5,83.52941176470588,16.92307692307692,0,10,5.0,24.28571428571428,217.2727272727273,28.75906637097168
123,TELMISARTAN 80 MG + HYDROCHLOROTHIAZIDE 12.5 MG TAB,15.25,24.73684210526316,10,20.38461538461538,0,62.66666666666666,3.75,8.0,0,20,25.78947368421053,5.15625,0,24.28571428571428,9.444444444444445,0,24.21052631578947,0,0,2.5,21.44444444444444,40,0.0,11.66666666666667,20.0,0,20,35.0,0.0,0.0,0,30.15789473684211,11.66666666666667,0.0,0,20.0,10.0,69.65517241379311,0.0,67.5,0,16.66666666666667,53.33333333333334,10,6.428571428571429,14.0,23.125,5.0,114.5454545454545,34.54545454545455,40.90983606557377,40.3030303030303,71.0,60.51724137931034,64.70588235294117,27.5,74.11764705882354,9.23076923076923,0,0,80.0,32.85714285714285,119.5454545454545,23.99360098615307
124,AMLODIPINE 5 MG + ATENOLOL 25 MG TAB,141.5,53.68421052631579,10,45.0,0,21.66666666666667,3.75,0.6666666666666666,0,0,29.47368421052632,2.03125,0,11.42857142857143,20.55555555555556,0,8.947368421052632,0,0,0.0,2.222222222222222,0,0.0,10.0,18.75,0,0,50.0,0.0,0.0,0,31.05263157894737,23.33333333333333,0.0,0,2.5,0.0,51.72413793103448,0.0,50.83333333333334,0,38.33333333333334,26.66666666666667,80,12.14285714285714,158.0,59.85416666666666,0.0,3.636363636363636,25.09090909090909,42.70491803278689,34.24242424242424,20.0,44.13793103448276,46.76470588235294,3.75,43.52941176470588,7.692307692307693,0,10,16.66666666666667,172.1428571428571,127.8181818181818,24.79830686806013
125,OMEPRAZOLE+DOMP CAP,43.5,31.31578947368421,50,32.01923076923077,0,11.66666666666667,5.0,7.333333333333333,40,0,15.78947368421053,13.28125,0,31.42857142857143,45.55555555555556,0,10.52631578947368,20,40,0.0,17.22222222222222,0,0.0,23.33333333333333,41.25,0,0,64.0,6.666666666666667,0.0,20,6.842105263157895,3.333333333333333,10.0,10,30.0,40.0,88.70689655172414,0.0,10.0,0,60.0,27.33333333333333,20,16.07142857142857,48.0,13.33333333333333,2.5,72.72727272727273,34.09090909090909,40.90163934426229,77.57575757575758,86.0,48.10344827586207,29.41176470588235,8.75,69.26470588235294,20.0,0,0,25.0,19.64285714285714,148.6363636363636,25.9700564712822
126,TELMISARTAN 80,15.0,38.94736842105263,0,23.65384615384615,0,64.0,5.0,2.0,0,0,54.21052631578947,1.890625,0,48.57142857142857,20.55555555555556,0,15.78947368421053,0,0,0.0,44.77777777777778,0,3.333333333333333,25.0,41.25,20,0,13.0,0.0,0.0,20,27.0,26.66666666666667,15.0,10,35.0,16.66666666666667,58.62068965517241,10.0,85.83333333333333,0,10.0,32.88888888888889,20,12.85714285714286,74.0,45.83333333333334,10.0,64.54545454545455,55.22727272727273,47.40163934426229,35.75757575757576,55.0,45.0,26.17647058823529,17.5,55.0,13.84615384615385,0,0,65.0,28.57142857142857,120.0,25.02178812054891
127,SUPRACOR TAB,5.0,38.1578947368421,20,21.73076923076923,0,23.16666666666667,23.125,0.6666666666666666,20,0,17.63157894736842,2.1875,0,12.85714285714286,28.33333333333333,0,13.42105263157895,0,0,3.75,8.88888888888889,30,0.0,3.333333333333333,8.75,0,0,5.0,26.66666666666667,3.333333333333333,0,27.89473684210526,71.66666666666667,0.0,0,32.5,0.0,54.74137931034483,0.0,18.75,0,38.33333333333334,32.33333333333334,0,15.71428571428571,38.0,7.083333333333333,72.5,43.63636363636363,18.40909090909091,105.4918032786885,45.75757575757576,138.5,44.31034482758621,39.14705882352941,30.0,24.11764705882353,28.84615384615385,0,0,0.0,57.14285714285715,47.27272727272727,21.39918283141887
128,BIGSULE CAP,2.5,52.10526315789474,60,18.65384615384615,0,9.0,10.625,1.333333333333333,60,30,2.894736842105263,7.8125,0,49.28571428571428,19.72222222222222,0,13.68421052631579,0,100,7.5,10.0,60,3.333333333333333,5.0,14.5,0,20,15.0,16.66666666666667,10.0,20,6.315789473684211,10.0,0.0,0,0.0,6.666666666666667,93.10344827586206,10.0,35.0,0,15.0,27.77777777777778,10,10.0,10.0,13.54166666666667,17.5,49.09090909090909,7.272727272727272,72.6639344262295,65.3030303030303,140.5,46.72413793103448,25.88235294117647,31.25,49.70588235294117,56.15384615384615,0,0,63.33333333333334,19.64285714285714,101.3636363636364,25.60966385228271
129,EVISHED 400  (N ),7.0,45.78947368421053,20,34.42307692307692,0,0.3333333333333333,30.0,8.0,30,0,6.315789473684211,5.46875,0,40.0,33.33333333333334,10,10.0,0,0,3.75,0.0,0,0.0,20.0,23.75,0,0,20.5,0.0,0.0,30,5.789473684210527,0.0,0.0,0,22.5,40.0,52.05172413793103,0.0,47.5,30,145.0,69.11111111111111,40,10.71428571428571,42.0,19.375,35.0,25.45454545454545,13.86363636363636,54.5327868852459,75.15151515151516,71.0,54.67241379310344,35.0,11.25,25.29411764705882,42.30769230769231,0,10,5.0,46.42857142857143,132.7272727272727,24.4506016373622
130,METFORMIN HCL 250 MG,19.5,34.73684210526316,0,11.15384615384615,0,28.26666666666667,3.75,4.0,0,0,15.57894736842105,2.8125,0,40.35714285714285,3.333333333333333,0,1.578947368421053,0,10,2.5,7.777777777777778,0,6.666666666666667,5.0,8.75,0,0,31.0,0.0,0.0,0,32.36842105263158,1.666666666666667,0.0,0,0.0,0.0,54.74137931034483,0.0,85.0,0,31.66666666666667,42.11111111111111,0,10.71428571428571,28.0,24.6875,27.5,54.54545454545455,35.0,58.19672131147541,40.45454545454545,165.0,71.55172413793103,32.41176470588236,30.0,30.58823529411765,24.61538461538462,30,10,13.33333333333333,69.28571428571429,102.2727272727273,21.30911596469541
131,CHLORTHALIDONE 6.25 MG TAB,16.0,23.68421052631579,10,48.11538461538461,0,47.33333333333334,7.5,1.333333333333333,40,0,24.21052631578947,2.5,0,30.71428571428572,31.66666666666667,0,27.89473684210526,0,0,2.5,50.88888888888889,0,10.0,18.33333333333333,7.5,0,0,63.0,0.0,0.0,0,24.73684210526316,48.33333333333334,0.0,0,7.5,6.666666666666667,73.79310344827586,0.0,42.5,0,45.0,44.22222222222222,0,9.285714285714286,60.0,29.375,22.5,20.0,75.0,29.50819672131147,41.81818181818182,97.0,35.3448275862069,38.70588235294117,82.5,30.0,17.30769230769231,0,0,58.33333333333334,46.42857142857143,77.72727272727273,24.23431015724481
132,METOPROLOL TARTRATE 25MG + RAMIPRIL 2.5MG TAB,19.5,23.15789473684211,10,56.53846153846154,0,49.66666666666666,0.0,6.666666666666667,0,0,16.84210526315789,1.25,0,18.57142857142857,31.66666666666667,0,23.68421052631579,0,10,13.75,14.44444444444444,20,3.333333333333333,1.666666666666667,20.0,0,0,63.6,0.0,0.0,0,41.57894736842105,5.0,0.0,0,0.0,0.0,33.87931034482759,0.0,35.83333333333334,0,13.33333333333333,43.11111111111111,0,31.42857142857143,30.0,10.20833333333333,5.0,40.0,79.54545454545455,42.29508196721311,91.54545454545455,73.0,26.55172413793104,34.11764705882353,42.5,18.23529411764706,6.153846153846154,0,0,86.66666666666667,72.85714285714286,135.0,22.25682218069462
133,ORS POWDER,2.5,56.57894736842105,0,34.23076923076923,0,7.0,32.5,5.333333333333333,125,25,3.684210526315789,8.90625,0,22.14285714285714,33.88888888888889,0,15.78947368421053,0,12,0.0,1.333333333333333,40,0.0,20.0,22.5,0,0,10.0,13.33333333333333,40.0,200,0.0,0.0,0.0,0,5.0,0.0,90.05172413793103,45.0,33.75,40,15.0,50.22222222222222,121,4.357142857142857,0.0,7.916666666666667,27.5,13.09090909090909,18.63636363636364,36.48360655737705,94.96969696969697,8.5,47.08620689655172,40.44117647058823,2.5,25.17647058823529,43.84615384615385,0,0,23.33333333333333,56.57142857142857,172.9545454545455,27.8588737165176
134,GLIBENCLAMIDE 5 MG + METFORMIN HYDROCHLORIDE 500 MG TAB,38.5,29.47368421052632,0,29.42307692307692,0,26.33333333333333,26.25,2.666666666666667,0,0,16.31578947368421,3.90625,0,50.0,14.44444444444444,0,7.368421052631579,0,0,7.5,7.777777777777778,0,0.0,90.0,21.25,0,0,3.0,0.0,0.0,0,7.368421052631579,18.33333333333333,0.0,0,25.0,0.0,88.96551724137932,0.0,49.16666666666666,20,140.0,32.22222222222222,0,1.428571428571429,62.0,86.04166666666667,0.0,20.0,8.636363636363637,28.27868852459016,49.54545454545455,67.0,34.6551724137931,49.41176470588236,13.75,31.79411764705882,56.92307692307692,0,0,15.0,22.14285714285714,81.36363636363636,21.95614245073532
135,FEBUXOSTAT 40 MG TAB,14.0,35.78947368421053,10,15.76923076923077,0,27.0,3.75,0.0,0,0,3.684210526315789,2.1875,0,20.0,24.44444444444444,10,10.0,0,10,2.5,32.22222222222222,0,3.333333333333333,8.333333333333334,23.75,0,0,10.0,6.666666666666667,0.0,30,14.21052631578947,41.66666666666666,0.0,20,45.0,36.66666666666666,36.72413793103448,0.0,28.33333333333333,0,71.66666666666667,25.11111111111111,10,2.857142857142857,68.0,42.4375,87.5,9.090909090909092,15.90909090909091,52.8688524590164,107.8787878787879,143.0,67.5,41.1764705882353,27.0,20.29411764705882,53.84615384615385,0,0,20.0,47.14285714285715,45.90909090909091,23.5749285237995
136,VILDAGLIPTIN 100 MG,25.75,8.947368421052632,0,18.07692307692308,0,59.33333333333334,5.625,2.666666666666667,0,0,34.73684210526316,6.09375,0,12.85714285714286,16.66666666666667,0,4.210526315789473,0,0,2.5,46.66666666666666,10,0.0,13.33333333333333,16.25,0,0,23.0,0.0,13.33333333333333,30,24.21052631578947,23.33333333333333,0.0,10,37.5,0.0,33.96551724137931,15.0,48.33333333333334,0,31.66666666666667,30.44444444444444,40,7.857142857142857,72.0,38.22916666666666,10.0,60.90909090909091,43.18181818181818,50.12295081967213,62.42424242424242,74.0,51.77586206896552,59.11764705882353,37.5,53.8235294117647,30.76923076923077,10,10,18.33333333333333,2.857142857142857,43.18181818181818,21.91403729604491
137,CILNIDIPINE  5 MG TAB,25.0,24.73684210526316,0,15.0,0,23.33333333333333,25.0,4.0,0,0,3.684210526315789,4.84375,30,30.0,31.66666666666667,0,8.947368421052632,0,30,2.5,37.77777777777778,50,6.666666666666667,8.333333333333334,30.0,0,20,12.0,6.666666666666667,0.0,0,13.1578947368421,16.66666666666667,0.0,15,35.0,0.0,41.37931034482759,5.0,26.66666666666667,0,53.33333333333334,30.22222222222222,20,3.571428571428572,84.0,19.16666666666667,33.0,44.54545454545455,65.0,43.9344262295082,55.45454545454545,150.0,66.55172413793103,47.05882352941177,101.25,41.47058823529412,24.61538461538462,10,0,76.66666666666667,26.42857142857143,61.81818181818182,26.04944716455046
138,CLOPIROS-AP TAB,19.5,55.78947368421053,10,33.07692307692308,0,18.33333333333333,5.125,2.666666666666667,0,20,43.1578947368421,1.25,0,109.2857142857143,48.33333333333334,0,24.73684210526316,10,0,2.5,30.55555555555556,0,0.0,43.33333333333334,16.25,0,0,25.5,6.666666666666667,0.0,0,22.94736842105263,6.666666666666667,0.0,10,7.5,0.0,61.72413793103448,0.0,69.16666666666667,0,80.0,88.86666666666666,0,1.428571428571429,62.0,11.875,0.0,54.54545454545455,33.63636363636363,15.90163934426229,26.06060606060606,162.0,22.41379310344828,32.05882352941177,110.0,28.67647058823529,7.692307692307693,0,0,0.0,87.14285714285714,97.27272727272727,25.80375964244721
139,S-AMLODIPINE 2.5 MG TAB,56.0,20.52631578947368,0,18.84615384615385,0,35.66666666666666,6.25,2.0,0,0,36.8421052631579,1.40625,0,19.64285714285714,27.77777777777778,0,14.73684210526316,0,20,5.0,5.555555555555555,10,0.0,90.0,15.0,0,0,37.0,3.333333333333333,0.0,0,22.63157894736842,30.0,0.0,20,0.0,10.0,39.74137931034483,0.0,17.5,0,8.333333333333334,36.66666666666666,30,4.285714285714286,80.0,15.625,20.0,43.63636363636363,40.45454545454545,48.85245901639344,26.66666666666667,78.1,27.75862068965517,57.05882352941177,26.25,95.11764705882354,17.69230769230769,10,0,33.33333333333334,18.57142857142857,121.8181818181818,22.31234773794885
140,VOGLIBOSE 0.3 MG + GLIMEPIRIDE 1 MG + METFORMIN HYDROCHLORIDE 500 MG TAB,41.25,48.94736842105263,0,26.53846153846154,0,28.73333333333333,16.25,4.0,0,0,40.0,2.34375,0,57.85714285714285,38.88888888888889,0,24.73684210526316,0,0,2.5,21.33333333333333,0,0.0,16.66666666666667,30.0,0,0,41.0,0.0,0.0,0,37.36842105263158,36.66666666666666,0.0,0,0.0,0.0,39.31034482758621,0.0,37.5,0,31.66666666666667,52.66666666666666,0,7.857142857142857,36.0,19.58333333333333,17.5,25.45454545454545,38.63636363636363,52.5655737704918,34.54545454545455,43.0,47.75862068965517,17.35294117647059,32.5,35.29411764705883,10.0,0,0,146.6666666666667,42.85714285714285,44.09090909090909,21.07757721824754
141,AMITRIPTYLINE HYD 10 MG TAB,48.5,39.47368421052632,0,41.73076923076923,0,45.0,12.5,2.0,30,0,37.36842105263158,2.03125,0,69.28571428571429,32.77777777777778,0,19.47368421052632,0,0,12.5,47.77777777777778,10,0.0,23.33333333333333,18.125,0,0,32.0,0.0,10.0,0,50.0,35.0,0.0,10,20.0,0.0,32.58620689655172,0.0,13.33333333333333,10,23.33333333333333,32.66666666666666,40,14.28571428571429,28.0,55.83333333333334,1.25,54.54545454545455,43.63636363636363,31.51639344262295,9.393939393939394,35.0,45.68965517241379,40.58823529411764,5.0,62.94117647058823,5.384615384615385,0,0,73.33333333333333,44.28571428571428,54.54545454545455,22.31787833702551
142,WANTAC 150 TAB,16.75,50.52631578947368,45,34.23076923076923,0,7.666666666666667,5.0,2.666666666666667,0,0,7.368421052631579,8.75,0,65.35714285714286,55.55555555555556,0,16.31578947368421,20,110,0.0,12.22222222222222,10,13.33333333333333,11.66666666666667,21.25,0,0,54.0,6.666666666666667,8.333333333333334,0,31.31578947368421,0.0,0.0,0,17.5,0.0,95.53448275862068,0.0,19.16666666666667,0,56.66666666666666,26.66666666666667,10,10.14285714285714,70.0,23.54166666666667,2.5,23.63636363636364,40.0,17.37704918032787,84.24242424242425,54.0,43.36206896551724,12.73529411764706,0.0,39.11764705882353,11.53846153846154,20,10,3.333333333333333,89.28571428571429,112.0454545454545,23.91060565810648
143,BETAHISTINE HCL 16 MG TAB,5.5,38.94736842105263,30,29.23076923076923,0,19.33333333333333,1.25,2.666666666666667,10,0,21.05263157894737,1.875,0,82.14285714285714,36.66666666666666,0,41.57894736842105,30,70,6.25,10.0,0,3.333333333333333,40.0,30.0,0,0,28.0,6.666666666666667,3.333333333333333,0,9.473684210526315,30.0,0.0,10,12.5,10.0,33.79310344827586,5.0,44.16666666666666,0,66.66666666666667,74.22222222222223,10,10.0,24.0,21.25,0.0,37.27272727272727,23.63636363636364,20.74590163934426,60.75757575757576,143.0,51.72413793103448,26.47058823529412,21.25,37.05882352941177,25.38461538461538,0,0,126.6666666666667,50.0,93.4090909090909,25.81391123680206
144,TELMI 40 (DISPERSIBLE) + HYDRO 12.5 MG,52.0,0.5263157894736842,0,20.38461538461538,0,7.333333333333333,17.5,0.0,0,0,2.105263157894737,0.46875,0,7.142857142857143,6.666666666666667,0,5.789473684210527,0,0,0.0,10.66666666666667,0,0.0,3.333333333333333,2.5,0,0,7.0,0.0,50.0,0,5.789473684210527,3.333333333333333,0.0,0,15.0,0.0,103.6206896551724,0.0,34.16666666666666,0,53.33333333333334,4.0,0,6.428571428571429,16.0,20.625,5.0,131.8181818181818,7.727272727272728,47.29508196721311,83.93939393939394,29.0,57.75862068965517,55.29411764705883,23.75,67.94117647058823,21.53846153846154,0,0,0.0,5.0,8.181818181818182,15.87235663872988
145,PREGABALIN 75 MG +METHY 750 CAP,17.0,9.473684210526315,30,30.0,0,57.0,12.5,4.666666666666667,30,0,20.52631578947368,5.796875,0,35.0,31.66666666666667,0,17.89473684210526,0,40,6.25,28.88888888888889,40,3.333333333333333,40.0,10.0,0,0,27.0,6.666666666666667,3.333333333333333,0,34.21052631578947,54.16666666666666,15.0,0,10.0,0.0,47.58620689655172,5.0,5.0,10,33.33333333333334,44.44444444444444,0,8.571428571428571,40.0,39.33333333333334,12.5,34.54545454545455,32.5,37.64754098360656,18.03030303030303,47.0,31.89655172413793,48.52941176470588,23.75,44.85294117647059,6.923076923076923,0,10,75.0,24.28571428571428,65.9090909090909,21.69862210002808
146,OMEGA+DHA+EPA MULTIVIT+MINRAL CAP,11.5,11.31578947368421,0,28.26923076923077,0,26.66666666666667,8.75,1.333333333333333,20,0,4.736842105263158,5.3125,10,70.0,35.55555555555556,17,30.52631578947368,0,0,1.25,16.66666666666667,10,3.333333333333333,65.0,55.0,0,0,17.5,6.666666666666667,20.0,0,64.21052631578948,3.333333333333333,0.0,0,20.0,53.33333333333334,36.55172413793103,0.0,55.0,0,26.66666666666667,27.55555555555556,0,8.571428571428571,12.0,25.52083333333333,57.5,48.18181818181818,13.63636363636364,45.5655737704918,43.03030303030303,127.0,37.67241379310344,28.38235294117647,3.75,21.76470588235294,46.61538461538461,0,0,0.0,28.57142857142857,76.81818181818181,22.02563218806111
147,CEFIXIM 200 MG DT,15.5,29.47368421052632,10,42.69230769230769,0,34.0,6.25,4.0,30,0,17.36842105263158,6.71875,0,27.14285714285714,43.33333333333334,0,7.631578947368421,70,40,5.0,3.333333333333333,0,3.333333333333333,45.0,32.5,0,0,19.0,0.0,13.33333333333333,0,19.47368421052632,4.166666666666667,0.0,10,15.0,10.0,49.6551724137931,0.0,15.0,0,63.33333333333334,24.0,10,7.857142857142857,24.0,31.14583333333333,0.0,42.72727272727273,21.36363636363636,43.77049180327869,34.84848484848485,42.0,36.29310344827586,53.8235294117647,3.75,40.88235294117647,31.53846153846154,0,0,3.333333333333333,47.85714285714285,50.90909090909091,19.71967722818633
148,LOSARTAN POTASSIUM 25 MG,33.5,23.68421052631579,0,21.25,0,16.33333333333333,35.0,4.0,0,0,48.42105263157895,4.6875,0,30.0,23.33333333333333,0,6.842105263157895,0,20,23.75,52.77777777777778,40,13.33333333333333,8.333333333333334,1.25,0,0,18.0,3.333333333333333,0.0,0,25.94736842105263,28.33333333333333,0.0,10,22.5,0.0,52.20689655172414,5.0,39.16666666666666,0,51.66666666666666,30.44444444444444,0,7.142857142857143,62.0,25.20833333333333,10.0,55.45454545454545,28.63636363636364,22.37704918032787,93.63636363636364,96.0,48.96551724137931,19.11764705882353,73.75,40.88235294117647,23.07692307692308,0,10,10.0,47.14285714285715,44.09090909090909,22.3901017124642
149,NIMESULIDE+PARA TAB,7.0,11.05263157894737,0,29.23076923076923,0,3.0,10.0,0.0,0,0,3.684210526315789,0.0,0,7.142857142857143,40.0,0,10.0,0,40,0.0,2.222222222222222,90,0.0,18.33333333333333,6.25,0,0,8.0,0.0,0.0,0,13.1578947368421,1.666666666666667,0.0,10,2.5,0.0,57.06896551724138,0.0,25.83333333333333,0,81.66666666666667,14.88888888888889,0,7.142857142857143,32.0,9.375,5.0,147.2727272727273,43.63636363636363,29.30327868852459,68.63636363636364,27.0,31.08620689655172,48.8235294117647,3.75,130.5882352941177,3.076923076923077,0,0,0.0,38.57142857142857,129.5454545454545,19.80169536535177
150,ISOSORBIDE MONONITRATE 10MG TAB,41.5,22.63157894736842,40,25.57692307692308,0,15.0,12.5,0.0,0,0,10.0,2.1875,0,134.2857142857143,11.11111111111111,0,31.57894736842105,0,130,2.5,4.444444444444445,20,0.0,28.33333333333333,48.75,0,0,47.0,3.333333333333333,0.0,0,14.73684210526316,35.0,0.0,10,35.0,0.0,38.62068965517241,0.0,30.0,0,23.33333333333333,40.22222222222222,10,2.857142857142857,8.0,12.5,2.5,36.36363636363637,24.09090909090909,29.59016393442623,86.51515151515152,151.0,24.13793103448276,72.6470588235294,50.0,23.52941176470588,16.15384615384615,0,0,80.0,22.85714285714286,44.54545454545455,24.68148924058838
151,GLIME 3 + MET 500 (SR) TAB,32.5,11.05263157894737,0,15.0,0,66.66666666666667,1.25,8.0,0,0,48.42105263157895,1.5625,0,10.71428571428571,16.66666666666667,0,0.5263157894736842,0,100,12.5,14.44444444444444,20,3.333333333333333,11.66666666666667,15.0,0,20,8.0,13.33333333333333,0.0,10,12.10526315789474,101.6666666666667,0.0,0,10.0,10.0,32.67241379310344,0.0,43.33333333333334,30,43.33333333333334,9.555555555555555,0,2.857142857142857,46.0,35.9375,10.0,57.27272727272727,17.72727272727273,67.95081967213115,35.45454545454545,39.0,22.24137931034483,37.94117647058823,20.0,57.94117647058823,22.30769230769231,0,20,0.0,27.85714285714286,44.54545454545455,20.60854750176055
